Year,Quarter,Product Name,Brand,Sales Channel,Storage Condition,Customer Location,Approx. Total Revenue(INR),Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg),Shelf Life (days),Total Land Area (acres),Number of Cows,Quantity_per_Cow,Sales_Efficiency,Production_Density,Price_to_ShelfLife_Ratio,Reorder_Intensity,Production_to_ShelfLife,Land_Productivity
2019,Q1,Buttermilk,Sudha,Retail,Refrigerated,Jharkhand,1383.27,232.0,54.48,61.76,13.0,455.73,13.0,1.6153846153846154,0.08273905677475277,19.523846153846154,5.066923076923077,2.940952380952381,19.523846153846154,0.5569306387554034
2019,Q1,Buttermilk,Sudha,Retail,Refrigerated,Madhya Pradesh,414.0,10.0,28.96,97.86,13.0,206.8,39.0,0.3076923076923077,0.5237887385421214,0.5874358974358974,2.6538461538461537,8.155,1.7623076923076924,0.1107833655705996
2019,Q1,Buttermilk,Sudha,Retail,Refrigerated,Tamil Nadu,49736.29,360.0,17.0,56.64,7.0,236.96,29.0,19.620689655172413,0.6120188015617773,32.05896551724138,12.487142857142857,0.09954305799648507,132.81571428571428,3.923489196488859
2019,Q1,Buttermilk,Sudha,Retail,Refrigerated,Telangana,18265.04,14.0,64.52,188.23,9.0,491.53,36.0,6.361111111111111,0.9388324040669073,6.775555555555555,8.862222222222222,0.8219650655021834,27.10222222222222,0.4962464142575224
2019,Q1,Cheese,Amul,Online,Frozen,Kerala,13588.56,178.0,81.76,177.23,74.0,531.72,96.0,5.0625,0.7313549629807982,6.922083333333333,0.37783783783783786,0.3646707818930041,8.98,1.2497555104190174
2019,Q1,Cheese,Amul,Online,Refrigerated,Delhi,4088.75,322.0,98.8,137.06,62.0,94.52,35.0,3.5714285714285716,0.2794232703699564,12.781428571428572,0.5275806451612903,1.0964800000000001,7.215322580645162,4.732860770207364
2019,Q1,Cheese,Amul,Online,Refrigerated,Jharkhand,491.75,345.0,16.06,25.36,61.0,768.33,65.0,0.5384615384615384,0.09210283939896319,5.846307692307692,0.23032786885245904,0.7245714285714285,6.229672131147541,0.4945921674280582
2019,Q1,Cheese,Amul,Online,Refrigerated,Karnataka,38924.04,120.0,94.61,112.86,28.0,128.89,46.0,12.043478260869565,0.820789380111414,14.67304347826087,2.5092857142857143,0.20371841155234657,24.10571428571429,5.236713476607961
2019,Q1,Cheese,Amul,Retail,Refrigerated,Bihar,5556.51,849.0,35.86,79.69,51.0,619.6,89.0,1.202247191011236,0.11182058543824264,10.751573033707865,1.0182352941176471,0.7447663551401869,18.762549019607842,1.5443673337637185
2019,Q1,Cheese,Amul,Retail,Refrigerated,Chandigarh,555.14,33.0,30.32,176.3,43.0,318.12,28.0,2.9285714285714284,0.7111882046834346,4.117857142857143,0.15744186046511627,2.1500000000000004,2.681395348837209,0.3624418458443355
2019,Q1,Cheese,Amul,Wholesale,Frozen,Bihar,6624.89,81.0,17.27,38.97,47.0,122.78,89.0,1.8764044943820224,0.6713297957871041,2.7950561797752806,0.8440425531914894,0.23335329341317365,5.292765957446808,2.0260628766900144
2019,Q1,Cheese,Britannia Industries,Retail,Frozen,Kerala,11188.72,139.0,66.08,148.41,46.0,767.61,95.0,4.557894736842106,0.7565168774896918,6.024842105263158,0.5617391304347826,0.34274826789838336,12.442608695652174,0.745639061502586
2019,Q1,Cheese,Britannia Industries,Retail,Frozen,Madhya Pradesh,22388.22,193.0,95.64,78.51,70.0,956.18,98.0,3.7346938775510203,0.6546000858491916,5.70530612244898,0.8738571428571429,0.2145081967213115,7.9874285714285715,0.5847434583446631
2019,Q1,Cheese,Britannia Industries,Retail,Refrigerated,Haryana,5940.57,182.0,13.56,86.82,82.0,141.46,69.0,1.0289855072463767,0.2805880493202656,3.667246376811594,1.0203658536585367,1.2228169014084507,3.0858536585365854,1.788774211791319
2019,Q1,Cheese,Britannia Industries,Retail,Refrigerated,Uttar Pradesh,4183.98,101.0,20.16,109.57,88.0,896.04,79.0,3.4683544303797467,0.7295577389035333,4.754050632911392,0.17352272727272727,0.3998905109489051,4.267840909090909,0.4191442346323825
2019,Q1,Cheese,Dynamix Dairies,Online,Refrigerated,Chandigarh,13290.6,273.0,91.82,50.5,62.0,172.73,32.0,15.9375,0.6506512891826033,24.4946875,0.42032258064516126,0.09901960784313725,12.64241935483871,4.537891506976206
2019,Q1,Cheese,Dynamix Dairies,Online,Refrigerated,Gujarat,52055.3,80.0,24.48,197.56,66.0,762.51,37.0,22.0,0.9095378564405112,24.18810810810811,0.968939393939394,0.2427027027027027,13.56,1.1737026399653776
2019,Q1,Cheese,Dynamix Dairies,Retail,Refrigerated,Delhi,12509.44,509.0,60.78,118.88,74.0,506.63,75.0,1.7066666666666668,0.200809513350695,8.498933333333333,1.3206756756756757,0.92875,8.613783783783783,1.258156840297653
2019,Q1,Cheese,Dynamix Dairies,Wholesale,Frozen,Jharkhand,4081.0,317.0,91.37,34.8,51.0,218.43,12.0,5.833333333333333,0.18076644974692696,32.27,1.1431372549019607,0.4971428571428571,7.592941176470588,1.772833402005219
2019,Q1,Cheese,Dynamix Dairies,Wholesale,Frozen,Maharashtra,13704.44,171.0,12.2,86.74,64.0,878.1,29.0,13.689655172413794,0.6979974330572991,19.612758620689654,0.539375,0.21848866498740552,8.88703125,0.6477280491971301
2019,Q1,Cheese,Dynamix Dairies,Wholesale,Frozen,Uttar Pradesh,3451.84,73.0,86.59,98.34,89.0,345.39,61.0,5.278688524590164,0.8149629217180026,6.4772131147540986,0.1204494382022472,0.30540372670807453,4.439438202247191,1.1439532123107212
2019,Q1,Cheese,Passion Cheese,Online,Frozen,Jharkhand,19859.22,32.0,92.98,82.38,44.0,754.59,18.0,15.5,0.8968465717316533,17.282777777777778,1.617727272727273,0.29526881720430104,7.070227272727272,0.4122636133529466
2019,Q1,Cheese,Passion Cheese,Online,Refrigerated,Delhi,31061.94,440.0,66.69,42.54,53.0,101.57,57.0,9.578947368421053,0.5533372519610029,17.31122807017544,1.0733962264150942,0.07791208791208791,18.617735849056604,9.71487643989367
2019,Q1,Cheese,Passion Cheese,Online,Refrigerated,Gujarat,6139.98,38.0,53.04,170.39,82.0,403.35,73.0,1.356164383561644,0.7176513229430954,1.88972602739726,0.7563414634146342,1.721111111111111,1.6823170731707315,0.34201066071649927
2019,Q1,Cheese,Passion Cheese,Online,Refrigerated,Kerala,818.84,9.0,25.47,24.79,62.0,321.95,67.0,0.3283582089552239,0.697084917617237,0.471044776119403,0.6003225806451613,1.1268181818181817,0.5090322580645161,0.09802764404410623
2019,Q1,Cheese,Passion Cheese,Wholesale,Frozen,Telangana,25464.45,342.0,13.21,163.88,42.0,305.69,45.0,13.444444444444445,0.6384887341037413,21.056666666666665,1.0021428571428572,0.27087603305785124,22.560714285714283,3.0997088553763614
2019,Q1,Cheese,Passion Cheese,Wholesale,Frozen,West Bengal,27220.16,410.0,74.72,99.37,49.0,387.21,92.0,3.3043478260869565,0.42537115032112727,7.768152173913043,1.8273469387755104,0.326875,14.585102040816325,1.8456909687249812
2019,Q1,Cheese,Passion Cheese,Wholesale,Refrigerated,Bihar,18489.6,262.0,24.39,118.58,58.0,601.85,74.0,4.864864864864865,0.5786571938340861,8.407162162162162,0.8855172413793103,0.3293888888888889,10.726379310344827,1.033696103680319
2019,Q1,Cheese,Passion Cheese,Wholesale,Refrigerated,Maharashtra,25769.73,72.0,41.1,49.15,52.0,54.41,52.0,5.519230769230769,0.7987753966045087,6.9096153846153845,1.7267307692307694,0.17125435540069686,6.9096153846153845,6.603565521043927
2019,Q1,Cheese,Passion Cheese,Wholesale,Refrigerated,West Bengal,33780.43,303.5,29.410000000000004,61.265,76.0,731.8050000000001,23.0,24.217391304347824,0.9564366296340814,25.320434782608697,0.8009868421052632,0.10999102333931778,7.662763157894737,0.795799427443103
2019,Q1,Curd,Amul,Online,Refrigerated,Bihar,6769.99,880.0,28.42,138.91,5.0,452.22,79.0,1.379746835443038,0.11017668701734525,12.523037974683545,12.422,1.2744036697247707,197.864,2.187696254035646
2019,Q1,Curd,Amul,Online,Refrigerated,Haryana,5537.7,671.0,57.2,75.56,6.0,929.93,29.0,3.103448275862069,0.11821417782039326,26.252758620689658,10.255,0.8395555555555556,126.88833333333334,0.8186960308840451
2019,Q1,Curd,Amul,Online,Refrigerated,Uttar Pradesh,2721.6,539.0,53.4,160.3,6.0,756.9,26.0,2.076923076923077,0.09097494819482116,22.829615384615387,8.4,2.968518518518519,98.92833333333334,0.7842119170299908
2019,Q1,Curd,Amul,Retail,Refrigerated,Rajasthan,2885.85,72.0,39.64,73.4,7.0,176.93,37.0,1.4864864864864864,0.43232196195566736,3.4383783783783786,7.4957142857142856,1.3345454545454547,18.174285714285713,0.7190414288136551
2019,Q1,Curd,Amul,Wholesale,Refrigerated,Delhi,6893.66,177.0,66.755,78.43,6.5,707.56,55.5,3.027027027027027,0.6417479993124129,4.716846846846846,6.487692307692308,0.46684523809523815,40.27461538461538,0.36998275764599464
2019,Q1,Curd,Amul,Wholesale,Refrigerated,Karnataka,8489.7,119.0,56.91,177.65,5.0,747.46,28.0,3.2142857142857144,0.429902077860043,7.476785714285714,18.866,1.973888888888889,41.87,0.28008187729109246
2019,Q1,Curd,Amul,Wholesale,Refrigerated,Telangana,806.72,37.0,39.64,120.6,5.0,781.13,39.0,0.20512820512820512,0.1754770783066462,1.168974358974359,20.168,15.075,9.118,0.05836416473570341
2019,Q1,Curd,Amul,Wholesale,Refrigerated,Uttar Pradesh,5532.78,29.0,58.32,71.05,6.0,253.88,41.0,4.926829268292683,0.8709148917823575,5.6570731707317075,4.565,0.3517326732673267,38.656666666666666,0.9135812194737671
2019,Q1,Curd,Mother Dairy,Online,Refrigerated,West Bengal,3484.8,945.0,57.81,88.88,5.0,636.07,40.0,1.1,0.04445746733891746,24.74275,15.84,2.02,197.942,1.5559765434621975
2019,Q1,Curd,Mother Dairy,Retail,Refrigerated,Bihar,1665.3,758.0,91.52,138.76,5.0,29.92,80.0,1.3125,0.12153059098590245,10.79975,3.1719999999999997,1.3215238095238095,172.796,28.87633689839572
2019,Q1,Curd,Mother Dairy,Retail,Refrigerated,Haryana,1080.31,507.0,77.72,193.33,7.0,506.33,58.0,1.3275862068965518,0.13167570155787747,10.082241379310345,2.004285714285714,2.510779220779221,83.53857142857143,1.1549187288922245
2019,Q1,Curd,Mother Dairy,Wholesale,Refrigerated,Bihar,42331.24,181.0,94.07,191.62,6.0,625.01,75.0,7.093333333333334,0.7451919709767338,9.518799999999999,13.261666666666665,0.36018796992481206,118.985,1.1422377241964128
2019,Q1,Curd,Raj,Online,Refrigerated,Jharkhand,27582.5,280.0,25.34,92.39,5.0,854.57,93.0,3.172043010752688,0.5128026839570984,6.185698924731183,18.7,0.3131864406779661,115.054,0.6731689621681078
2019,Q1,Curd,Raj,Retail,Refrigerated,Gujarat,6271.5,519.0,55.6,139.59,5.0,87.64,51.0,1.4509803921568627,0.1245959051724138,11.64549019607843,16.95,1.8863513513513515,118.78399999999999,6.776814240073025
2019,Q1,Curd,Raj,Retail,Refrigerated,Kerala,1972.8,13.0,95.81,146.74,7.0,239.86,15.0,4.8,0.8383791336748952,5.725333333333333,3.914285714285714,2.0380555555555557,12.268571428571429,0.3580421912782456
2019,Q1,Curd,Raj,Retail,Refrigerated,Madhya Pradesh,9269.41,777.0,45.72,128.46,5.0,790.82,73.0,1.4657534246575343,0.12093948504645433,12.11972602739726,17.326,1.2005607476635516,176.948,1.1187628031663337
2019,Q1,Curd,Raj,Retail,Refrigerated,Uttar Pradesh,3034.9,827.0,47.01,129.76,6.0,837.36,11.0,2.8181818181818183,0.03610528767761472,78.05454545454546,16.316666666666666,4.185806451612903,143.1,1.0253654342218401
2019,Q1,Curd,Raj,Retail,Refrigerated,West Bengal,20696.88,244.0,65.34,164.95,5.0,995.55,90.0,3.688888888888889,0.5763588701977328,6.400333333333333,12.468,0.49683734939759033,115.20599999999999,0.5786047913213801
2019,Q1,Curd,Sudha,Online,Refrigerated,Delhi,257.4,114.0,54.22,26.77,5.0,222.69,98.0,0.1836734693877551,0.13616763749148952,1.348877551020408,2.8600000000000003,1.4872222222222222,26.438,0.5936054605056357
2019,Q1,Curd,Sudha,Retail,Refrigerated,Bihar,27138.72,488.0,19.56,96.94,6.0,963.9,57.0,5.035087719298246,0.3700551859301666,13.606315789473683,15.76,0.33777003484320556,129.26,0.8046062869592281
2019,Q1,Curd,Sudha,Retail,Refrigerated,Delhi,1364.22,281.0,20.52,30.01,5.0,717.18,17.0,3.1176470588235294,0.1585212657773524,19.66705882352941,5.148,0.5662264150943397,66.868,0.4661870102345297
2019,Q1,Curd,Sudha,Retail,Refrigerated,Karnataka,1338.7,838.0,24.64,119.94,6.0,693.77,28.0,1.9642857142857142,0.06158049130035605,31.89785714285714,4.056666666666667,2.180727272727273,148.85666666666665,1.2873718955849922
2019,Q1,Curd,Sudha,Retail,Refrigerated,West Bengal,37600.74,57.0,94.98,153.67,7.0,98.14,37.0,10.513513513513514,0.8709865209798039,12.07081081081081,13.808571428571428,0.395038560411311,63.80285714285714,4.5508457305889545
2019,Q1,Curd,Sudha,Wholesale,Refrigerated,Bihar,59090.299999999996,382.0,29.67,103.22999999999999,5.0,847.54,49.0,19.387755102040817,1.1075294515397573,17.505408163265308,13.782,0.10866315789473684,171.55300000000003,1.012064327347382
2019,Q1,Curd,Sudha,Wholesale,Refrigerated,Telangana,5904.0,656.0,98.04,58.85,7.0,428.79,23.0,10.695652173913043,0.2726063829787234,39.23478260869565,3.4285714285714284,0.23922764227642276,128.9142857142857,2.104526691387392
2019,Q1,Ghee,Amul,Retail,Ambient,Gujarat,4832.95,359.0,57.03,47.66,65.0,895.75,91.0,1.7912087912087913,0.31173500611995103,5.745934065934066,0.45615384615384613,0.2923926380368098,8.044307692307692,0.5837343008651967
2019,Q1,Ghee,Amul,Wholesale,Ambient,Rajasthan,3285.33,418.0,44.83,127.36,84.0,790.72,41.0,1.0,0.0892604445605556,11.203170731707317,0.9539285714285713,3.1063414634146342,5.468214285714286,0.5809009510319708
2019,Q1,Ghee,Mother Dairy,Online,Ambient,Haryana,4353.6,431.0,85.68,37.77,137.0,374.9,94.0,0.5106382978723404,0.10005002501250626,5.103829787234043,0.662043795620438,0.7868750000000001,3.501897810218978,1.2797012536676449
2019,Q1,Ghee,Mother Dairy,Online,Ambient,Kerala,16336.76,270.0,22.13,71.63,144.0,625.93,79.0,2.7088607594936707,0.4417380534626897,6.1322784810126585,0.5301388888888889,0.33471962616822426,3.364236111111111,0.7739683351173454
2019,Q1,Ghee,Mother Dairy,Online,Ambient,Tamil Nadu,11689.92,384.0,67.1,146.97,69.0,725.6,20.0,7.2,0.27239194173839026,26.432499999999997,1.1765217391304348,1.020625,7.66159420289855,0.728569459757442
2019,Q1,Ghee,Mother Dairy,Retail,Ambient,Bihar,645.28,5.0,47.35,171.75,94.0,299.87,20.0,1.85,0.8705882352941177,2.125,0.18553191489361703,4.641891891891892,0.4521276595744681,0.14172808216893987
2019,Q1,Ghee,Mother Dairy,Retail,Ambient,Delhi,1558.75,23.0,66.34,180.72,108.0,188.62,70.0,0.6142857142857143,0.6500377928949357,0.9450000000000001,0.33564814814814814,4.202790697674419,0.6125,0.35070512140812216
2019,Q1,Ghee,Mother Dairy,Retail,Ambient,Kerala,66316.45999999999,135.5,31.335,63.21,87.5,933.185,53.5,15.214953271028037,1.5000460702110012,10.14299065420561,0.9336,0.07765356265356266,6.201714285714287,0.5815031317477243
2019,Q1,Ghee,Mother Dairy,Wholesale,Ambient,Delhi,4267.65,539.0,40.81,74.2,139.0,761.77,69.0,1.0,0.113304213603074,8.825797101449275,0.44496402877697844,1.0753623188405796,4.381151079136691,0.7994276487653754
2019,Q1,Ghee,Mother Dairy,Wholesale,Ambient,Telangana,29538.24,119.0,60.53,60.41,130.0,751.93,34.0,10.235294117647058,0.7448470709102973,13.741470588235293,0.6529230769230769,0.1735919540229885,3.5939230769230766,0.6213477318367402
2019,Q1,Ghee,Mother Dairy,Wholesale,Ambient,Uttar Pradesh,21001.89,153.0,25.86,41.52,120.0,567.21,89.0,7.157303370786517,0.8062168558808267,8.877640449438202,0.27475,0.06518053375196232,6.58425,1.392976146400804
2019,Q1,Ghee,Raj,Online,Ambient,Maharashtra,364.77,447.0,84.55,157.58,147.0,653.14,38.0,0.23684210526315788,0.01969408520974201,12.026052631578947,0.27571428571428575,17.50888888888889,3.1087755102040817,0.6996815384144288
2019,Q1,Ghee,Raj,Online,Ambient,Rajasthan,15686.1,97.0,32.5,170.91,72.0,841.49,32.0,5.4375,0.6417348971011286,8.473125,1.2520833333333334,0.9822413793103448,3.765833333333333,0.322214167726295
2019,Q1,Ghee,Raj,Wholesale,Ambient,Bihar,3777.73,574.0,70.37,162.46,61.0,388.83,67.0,0.9104477611940298,0.09604332971202746,9.47955223880597,1.0152459016393443,2.6632786885245903,10.411967213114753,1.6334387778720778
2019,Q1,Ghee,Raj,Wholesale,Ambient,West Bengal,1338.3,106.0,68.73,74.58,89.0,981.27,11.0,4.090909090909091,0.29683377308707126,13.781818181818181,0.3341573033707865,1.6573333333333333,1.703370786516854,0.1544936663711313
2019,Q1,Ghee,Sudha,Online,Ambient,Delhi,9808.8,456.0,36.65,46.38,87.0,650.28,45.0,8.133333333333333,0.4450389105058366,18.275555555555556,0.3080459770114943,0.12672131147540985,9.452873563218391,1.2646859814233868
2019,Q1,Ghee,Sudha,Online,Ambient,West Bengal,988.32,196.0,99.62,125.91,132.0,27.6,78.0,0.3076923076923077,0.10878433505575197,2.8284615384615384,0.31196969696969695,5.24625,1.6713636363636364,7.993478260869565
